0 0 4.3
0.00123 0 4.3098
0.00246 0 4.31862
0.00369 0 4.32646
0.00492 0 4.33331
0.00615 0 4.33919
0.00738 0 4.34408
0.00861 0 4.348
0.00984 0 4.35093
0.01107 0 4.35288
0.0123 0 4.35385
0.01353 0 4.35384
0.01476 0 4.35285
0.01599 0 4.35088
0.01722 0 4.34793
0.01845 0 4.34399
0.01968 0 4.33908
0.02091 0 4.33318
0.02214 0 4.32631
0.02337 0 4.31845
0.0246 0 4.30961
0.02583 0 4.29979
0.02706 0 4.28899
0.02829 0 4.27721
0.02952 0 4.26444
0.03075 0 4.2507
0.03198 0 4.23597
0.03321 0 4.22027
0.03444 0 4.20358
0.03567 0 4.18591
0.0369 0 4.16727
0.03813 0 4.14764
0.03936 0 4.12702
0.04059 0 4.10543
0.04182 0 4.08286
0.04305 0 4.05931
0.04428 0 4.03477
0.04551 0 4.00925
0.04674 0 3.98276
0.04797 0 3.95528
0.0492 0 3.92682
0.05043 0 3.89738
0.05166 0 3.86696
0.05289 0 3.83556
0.05412 0 3.80317
0.05535 0 3.76981
0.05658 0 3.73547
0.05781 0 3.70014
0.05904 0 3.66383
0.06027 0 3.62654
0.0615 0 3.58827
0.06273 0 3.54902
0.06396 0 3.50879
0.06519 0 3.46758
0.06642 0 3.42539
0.06765 0 3.38221
0.06888 0 3.33806
0.07011 0 3.29292
0.07134 0 3.24681
0.07257 0 3.19971
0.0738 0 3.15163
0.07503 0 3.10257
0.07626 0 3.05253
0.07749 0 3.00151
0.07872 0 2.9495
0.07995 0 2.89652
0.08118 0 2.84256
0.08241 0 2.78761
0.08364 0 2.73168
0.08487 0 2.67477
0.0861 0 2.61689
0.08733 0 2.55802
0.08856 0 2.49816
0.08979 0 2.43733
0.09102 0 2.37552
0.09225 0 2.31273
0.09348 0 2.24895
0.09471 0 2.18419
0.09594 0 2.11846
0.09717 0 2.05174
0.0984 0 1.98404
0.09963 0 1.91536
0.10086 0 1.8457
0.10209 0 1.77506
0.10332 0 1.70343
0.10455 0 1.63083
0.10578 0 1.55725
0.10701 0 1.48268
0.10824 0 1.40713
0.10947 0 1.3306
0.1107 0 1.2531
0.11193 0 1.17461
0.11316 0 1.09513
0.11439 0 1.01468
0.11562 0 0.933249
0.11685 0 0.850835
0.11808 0 0.76744
0.11931 0 0.683064
0.12054 0 0.597707
0.12177 0 0.511369
0.123 0 0.42405
0.12423 0 0.33575
0.12546 0 0.246469
0.12669 0 0.156207
0.12792 0 0.064964
0.12915 0 -0.02726
0.13038 0 -0.120465
0.13161 0 -0.214651
0.13284 0 -0.309818
0.13407 0 -0.405966
0.1353 0 -0.503095
0.13653 0 -0.601205
0.13776 0 -0.700296
0.13899 0 -0.800368
0.14022 0 -0.901421
0.14145 0 -1.00345
0.14268 0 -1.10647
0.14391 0 -1.21047
0.14514 0 -1.31544
0.14637 0 -1.4214
0.1476 0 -1.52834
0.14883 0 -1.63626
0.15006 0 -1.74516
0.15129 0 -1.85504
0.15252 0 -1.96591
0.15375 0 -2.07775
0.15498 0 -2.19057
0.15621 0 -2.30438
0.15744 0 -2.41917
0.15867 0 -2.53494
0.1599 0 -2.65168
0.16113 0 -2.76941
0.16236 0 -2.88813
0.16359 0 -3.00782
0.16482 0 -3.12849
0.16605 0 -3.25014
0.16728 0 -3.37278
0.16851 0 -3.4964
0.16974 0 -3.62099
0.17097 0 -3.74657
0.1722 0 -3.87313
0.17343 0 -4.00067
0.17466 0 -4.12919
0.17589 0 -4.25869
0.17712 0 -4.38918
0.17835 0 -4.52064
0.17958 0 -4.65308
0.18081 0 -4.78651
0.18204 0 -4.92092
0.18327 0 -5.05631
0.1845 0 -5.19267
0.18573 0 -5.33003
0.18696 0 -5.46836
0.18819 0 -5.60767
0.18942 0 -5.74796
0.19065 0 -5.88924
0.19188 0 -6.03149
0.19311 0 -6.17473
0.19434 0 -6.31894
0.19557 0 -6.46414
0.1968 0 -6.61032
0.19803 0 -6.75748
0.19926 0 -6.90562
0.20049 0 -7.05474
0.20172 0 -7.20485
0.20295 0 -7.35593
0.20418 0 -7.508
0.20541 0 -7.66104
0.20664 0 -7.81507
0.20787 0 -7.97008
0.2091 0 -8.12607
0.21033 0 -8.28304
0.21156 0 -8.44099
0.21279 0 -8.59992
0.21402 0 -8.75983
0.21525 0 -8.92073
0.21648 0 -9.0826
0.21771 0 -9.24546
0.21894 0 -9.40929
0.22017 0 -9.57411
0.2214 0 -9.73991
0.22263 0 -9.90669
0.22386 0 -10.0745
0.22509 0 -10.2432
0.22632 0 -10.4129
0.22755 0 -10.5836
0.22878 0 -10.7553
0.23001 0 -10.928
0.23124 0 -11.1016
0.23247 0 -11.2762
0.2337 0 -11.4519
0.23493 0 -11.6284
0.23616 0 -11.806
0.23739 0 -11.9846
0.23862 0 -12.1641
0.23985 0 -12.3446
0.24108 0 -12.5261
0.24231 0 -12.7086
0.24354 0 -12.892
0.24477 0 -13.0765
0.246 0 -13.2619
0.24723 0 -13.4483
0.24846 0 -13.6357
0.24969 0 -13.824
0.25092 0 -14.0134
0.25215 0 -14.2037
0.25338 0 -14.395
0.25461 0 -14.5873
0.25584 0 -14.7806
0.25707 0 -14.9748
0.2583 0 -15.17
0.25953 0 -15.3663
0.26076 0 -15.5634
0.26199 0 -15.7616
0.26322 0 -15.9608
0.26445 0 -16.1609
0.26568 0 -16.362
0.26691 0 -16.5641
0.26814 0 -16.7672
0.26937 0 -16.9713
0.2706 0 -17.1763
0.27183 0 -17.3823
0.27306 0 -17.5893
0.27429 0 -17.7973
0.27552 0 -18.0063
0.27675 0 -18.2162
0.27798 0 -18.4271
0.27921 0 -18.639
0.28044 0 -18.8519
0.28167 0 -19.0658
0.2829 0 -19.2806
0.28413 0 -19.4965
0.28536 0 -19.7133
0.28659 0 -19.9311
0.28782 0 -20.1498
0.28905 0 -20.3696
0.29028 0 -20.5903
0.29151 0 -20.812
0.29274 0 -21.0347
0.29397 0 -21.2584
0.2952 0 -21.4831
0.29643 0 -21.7087
