0.000000	1.000000	-0.191494
0.010000	0.998085	-0.382988
0.020000	0.994255	-0.574115
0.030000	0.988514	-0.764508
0.040000	0.980869	-0.953803
0.050000	0.971331	-1.141633
0.060000	0.959915	-1.327637
0.070000	0.946638	-1.511454
0.080000	0.931524	-1.692730
0.090000	0.914596	-1.871111
0.100000	0.895885	-2.046250
0.110000	0.875423	-2.217807
0.120000	0.853245	-2.385445
0.130000	0.829390	-2.548836
0.140000	0.803902	-2.707659
0.150000	0.776825	-2.861601
0.160000	0.748209	-3.010358
0.170000	0.718106	-3.153635
0.180000	0.686569	-3.291148
0.190000	0.653658	-3.422622
0.200000	0.619432	-3.547793
0.210000	0.583954	-3.666411
0.220000	0.547290	-3.778234
0.230000	0.509507	-3.883037
0.240000	0.470677	-3.980604
0.250000	0.430871	-4.070736
0.260000	0.390164	-4.153245
0.270000	0.348631	-4.227959
0.280000	0.306352	-4.294720
0.290000	0.263404	-4.353384
0.300000	0.219870	-4.403824
0.310000	0.175832	-4.445928
0.320000	0.131373	-4.479599
0.330000	0.086577	-4.504756
0.340000	0.041529	-4.521335
0.350000	-0.003684	-4.529288
0.360000	-0.048977	-4.528582
0.370000	-0.094263	-4.519203
0.380000	-0.139455	-4.501153
0.390000	-0.184466	-4.474448
0.400000	-0.229211	-4.439124
0.410000	-0.273602	-4.395231
0.420000	-0.317554	-4.342838
0.430000	-0.360983	-4.282029
0.440000	-0.403803	-4.212903
0.450000	-0.445932	-4.135577
0.460000	-0.487288	-4.050184
0.470000	-0.527790	-3.956871
0.480000	-0.567358	-3.855803
0.490000	-0.605916	-3.747157
0.500000	-0.643388	-3.631128
0.510000	-0.679699	-3.507923
0.520000	-0.714778	-3.377765
0.530000	-0.748556	-3.240890
0.540000	-0.780965	-3.097546
0.550000	-0.811940	-2.947996
0.560000	-0.841420	-2.792514
0.570000	-0.869345	-2.631388
0.580000	-0.895659	-2.464913
0.590000	-0.920308	-2.293400
0.600000	-0.943242	-2.117167
0.610000	-0.964414	-1.936542
0.620000	-0.983780	-1.751863
0.630000	-1.001298	-1.563475
0.640000	-1.016933	-1.371733
0.650000	-1.030650	-1.176996
0.660000	-1.042420	-0.979633
0.670000	-1.052217	-0.780016
0.680000	-1.060017	-0.578523
0.690000	-1.065802	-0.375537
0.700000	-1.069557	-0.171442
0.710000	-1.071272	0.033371
0.720000	-1.070938	0.238513
0.730000	-1.068553	0.443591
0.740000	-1.064117	0.648212
0.750000	-1.057635	0.851984
0.760000	-1.049115	1.054515
0.770000	-1.038570	1.255414
0.780000	-1.026016	1.454293
0.790000	-1.011473	1.650769
0.800000	-0.994965	1.844460
0.810000	-0.976521	2.034989
0.820000	-0.956171	2.221987
0.830000	-0.933951	2.405087
0.840000	-0.909900	2.583933
0.850000	-0.884061	2.758173
0.860000	-0.856479	2.927465
0.870000	-0.827204	3.091476
0.880000	-0.796289	3.249880
0.890000	-0.763791	3.402365
0.900000	-0.729767	3.548626
0.910000	-0.694281	3.688372
0.920000	-0.657397	3.821322
0.930000	-0.619184	3.947210
0.940000	-0.579712	4.065779
0.950000	-0.539054	4.176791
0.960000	-0.497286	4.280016
0.970000	-0.454486	4.375243
0.980000	-0.410733	4.462274
0.990000	-0.366111	4.540927
1.000000	-0.320701	4.611035
1.010000	-0.274591	4.672447
1.020000	-0.227867	4.725030
1.030000	-0.180616	4.768665
1.040000	-0.132930	4.803252
1.050000	-0.084897	4.828707
1.060000	-0.036610	4.844964
1.070000	0.011840	4.851975
1.080000	0.060359	4.849708
1.090000	0.108856	4.838149
1.100000	0.157238	4.817304
1.110000	0.205411	4.787194
1.120000	0.253283	4.747859
1.130000	0.300762	4.699357
1.140000	0.347755	4.641763
1.150000	0.394173	4.575170
1.160000	0.439924	4.499688
1.170000	0.484921	4.415445
1.180000	0.529076	4.322586
1.190000	0.572302	4.221271
1.200000	0.614514	4.111679
1.210000	0.655631	3.994004
1.220000	0.695571	3.868454
1.230000	0.734256	3.735257
1.240000	0.771608	3.594651
1.250000	0.807555	3.446893
1.260000	0.842024	3.292251
1.270000	0.874946	3.131009
1.280000	0.906256	2.963462
1.290000	0.935891	2.789920
1.300000	0.963790	2.610703
1.310000	0.989897	2.426143
1.320000	1.014159	2.236584
1.330000	1.036524	2.042379
1.340000	1.056948	1.843891
1.350000	1.075387	1.641492
1.360000	1.091802	1.435562
1.370000	1.106158	1.226489
1.380000	1.118423	1.014666
1.390000	1.128569	0.800495
1.400000	1.136574	0.584381
1.410000	1.142418	0.366735
1.420000	1.146085	0.147969
1.430000	1.147565	-0.071500
1.440000	1.146850	-0.291251
1.450000	1.143938	-0.510866
1.460000	1.138829	-0.729923
1.470000	1.131530	-0.948001
1.480000	1.122050	-1.164682
1.490000	1.110403	-1.379548
1.500000	1.096607	-1.592183
1.510000	1.080685	-1.802176
1.520000	1.062664	-2.009121
1.530000	1.042573	-2.212614
1.540000	1.020446	-2.412260
1.550000	0.996324	-2.607669
1.560000	0.970247	-2.798459
1.570000	0.942262	-2.984255
1.580000	0.912420	-3.164693
1.590000	0.880773	-3.339416
1.600000	0.847379	-3.508078
1.610000	0.812298	-3.670346
1.620000	0.775595	-3.825896
1.630000	0.737336	-3.974417
1.640000	0.697591	-4.115613
1.650000	0.656435	-4.249197
1.660000	0.613943	-4.374900
1.670000	0.570194	-4.492467
1.680000	0.525270	-4.601655
1.690000	0.479253	-4.702241
1.700000	0.432231	-4.794015
1.710000	0.384291	-4.876785
1.720000	0.335523	-4.950374
1.730000	0.286019	-5.014624
1.740000	0.235873	-5.069395
1.750000	0.185179	-5.114563
1.760000	0.134033	-5.150024
1.770000	0.082533	-5.175691
1.780000	0.030776	-5.191495
1.790000	-0.021139	-5.197388
1.800000	-0.073113	-5.193341
1.810000	-0.125046	-5.179340
1.820000	-0.176840	-5.155394
1.830000	-0.228394	-5.121531
1.840000	-0.279609	-5.077795
1.850000	-0.330387	-5.024251
1.860000	-0.380629	-4.960984
1.870000	-0.430239	-4.888096
1.880000	-0.479120	-4.805708
1.890000	-0.527177	-4.713960
1.900000	-0.574317	-4.613008
1.910000	-0.620447	-4.503030
1.920000	-0.665477	-4.384219
1.930000	-0.709319	-4.256784
1.940000	-0.751887	-4.120954
1.950000	-0.793097	-3.976972
1.960000	-0.832866	-3.825099
1.970000	-0.871117	-3.665610
1.980000	-0.907774	-3.498797
1.990000	-0.942762	-3.324964
2.000000	-0.976011	-3.144431
2.010000	-1.007455	-2.957531
2.020000	-1.037031	-2.764609
2.030000	-1.064677	-2.566024
2.040000	-1.090337	-2.362145
2.050000	-1.113959	-2.153353
2.060000	-1.135492	-1.940036
