0.000000	0.999043	-0.191494
0.010000	0.996171	-0.382621
0.020000	0.991391	-0.573015
0.030000	0.984712	-0.762312
0.040000	0.976146	-0.950148
0.050000	0.965710	-1.136164
0.060000	0.953423	-1.320003
0.070000	0.939310	-1.501314
0.080000	0.923398	-1.679749
0.090000	0.905716	-1.854965
0.100000	0.886299	-2.026628
0.110000	0.865185	-2.194409
0.120000	0.842412	-2.357985
0.130000	0.818026	-2.517044
0.140000	0.792072	-2.671281
0.150000	0.764601	-2.820400
0.160000	0.735665	-2.964116
0.170000	0.705319	-3.102153
0.180000	0.673622	-3.234247
0.190000	0.640635	-3.360145
0.200000	0.606420	-3.479605
0.210000	0.571043	-3.592399
0.220000	0.534573	-3.698311
0.230000	0.497078	-3.797137
0.240000	0.458630	-3.888689
0.250000	0.419304	-3.972790
0.260000	0.379175	-4.049281
0.270000	0.338319	-4.118013
0.280000	0.296815	-4.178856
0.290000	0.254742	-4.231694
0.300000	0.212181	-4.276423
0.310000	0.169214	-4.312960
0.320000	0.125922	-4.341234
0.330000	0.082390	-4.361191
0.340000	0.038699	-4.372792
0.350000	-0.005066	-4.376016
0.360000	-0.048822	-4.370856
0.370000	-0.092483	-4.357322
0.380000	-0.135968	-4.335440
0.390000	-0.179192	-4.305252
0.400000	-0.222073	-4.266816
0.410000	-0.264529	-4.220205
0.420000	-0.306477	-4.165508
0.430000	-0.347839	-4.102831
0.440000	-0.388534	-4.032294
0.450000	-0.428485	-3.954031
0.460000	-0.467615	-3.868193
0.470000	-0.505850	-3.774944
0.480000	-0.543115	-3.674463
0.490000	-0.579339	-3.566941
0.500000	-0.614454	-3.452586
0.510000	-0.648392	-3.331617
0.520000	-0.681087	-3.204264
0.530000	-0.712477	-3.070772
0.540000	-0.742503	-2.931397
0.550000	-0.771106	-2.786405
0.560000	-0.798232	-2.636075
0.570000	-0.823828	-2.480695
0.580000	-0.847846	-2.320562
0.590000	-0.870240	-2.155983
0.600000	-0.890967	-1.987273
0.610000	-0.909986	-1.814755
0.620000	-0.927263	-1.638761
0.630000	-0.942763	-1.459627
0.640000	-0.956456	-1.277696
0.650000	-0.968317	-1.093318
0.660000	-0.978323	-0.906844
0.670000	-0.986455	-0.718633
0.680000	-0.992697	-0.529045
0.690000	-0.997037	-0.338443
0.700000	-0.999467	-0.147193
0.710000	-0.999982	0.044340
